,designation,description,productid,imageid,prdtypecode,img
26183,Endless Space 2 - Vaulters (Extension Dlc) - Jeu En Téléchargement,<div> <p><strong>NOTE :</strong> Nécessite le jeu original <b>Endless Space 2</b> pour fonctionner. Un compte Steam et une connexion internet sont nécessaires pour activer télécharger et utiliser ce produit.</p> À propos du jeu <p>Cette extension ramène l&#39;une des factions les plus populaires de l&#39;univers des Endless les Exilés.</p> <p>Suite aux événements d&#39;Endless Legend ce peuple obstiné et endurant a quitté la planète agonisante d&#39;Auriga pour chercher un nouveau foyer et construire son avenir.</p> Caractéristiques  LA QUÊTE D&#39;UNE TERRE PROMISE Les Exilés ont passé des siècles à chercher un nouveau foyer. Échoués sur le monde d&#39;Auriga ils ont dû survivre aux conditions climatiques cruelles et aux voisins plus cruels encore. De retour parmi les étoiles menés par leur chef vénérée Ilona Zolya ceux qui se font aujourd&#39;hui appeler les Aurigiens cherchent encore la trace de leur passé et un havre où bâtir un avenir. LA MEILLEURE ATTAQUE EST UNE BONNE DÉFENSE Les Exilés sont une faction scientifique et militaire. Ils jouent la défense grâce à des traits de population forts orientés vers la protection des systèmes. Leur pouvoir de téléportation peut transporter des flottes à travers la galaxie d&#39;un système des Exilés à un autre. Alliés forts en temps de paix il faudrait être fou pour les pousser au conflit. UNE CIVILISATION FORTE A BESOIN DE HÉROS? Comme le veut leur tradition d&#39;endurance et de curiosité inlassable les héros Exilés font de meilleurs gouverneurs qu&#39;amiraux. Leurs compétences vont des bons bonus défensifs à l&#39;amélioration de la production scientifique. L&#39;extension des Exilés marque aussi le retour d&#39;Opbot DV8 comme héros déverrouillable. ? DE FLOTTES PUISSANTES? Évocateurs des antiques concepts mezari sur Auriga les nouveaux vaisseaux des Exilés sont à l&#39;image de leurs créateurs : résistants solides et splendides. Ils s&#39;appuient sur de nombreux modules défensifs et de fortes capacités de soutien pour devenir des adversaires redoutables. L&#39;un des nouveaux modules exotiques vous permettra même d&#39;aborder les vaisseaux ennemis pour en prendre le contrôle. ?ET D&#39;ALLIÉS SANS MERCI. Anciennes prêtresses guerrières d&#39;Auriga les S¿urs de la Clémence accompagnent les Exilés dans leur quête domestique. Cette faction mineure se bat pour la justice et n&#39;a aucune pitié envers les forces du mal. DEVIENDREZ-VOUS L&#39;AMI D&#39;INFÂMES PIRATES ? La Diplomatie pirate est un nouvel outil puissant pour nouer une entente avec ces hors-la-loi de l&#39;espace. Votre argent et votre soutien vous permettront de recevoir un traitement de faveur et même de les utiliser pour harceler d&#39;autres factions. Les Exilés ont la capacité spéciale de déguiser leurs flottes en flottes pirates. EXPLOITS &amp; QUÊTES SUPPLÉMENTAIRES De nouveaux exploits seront disponibles pour les joueurs qui obtiendront l&#39;avantage sur les autres civilisations s&#39;ils sont les premiers à les déverrouiller. Si vous avez de la chance vous découvrirez aussi peut-être des secrets immémoriaux en accomplissant une série de nouvelles quêtes d&#39;exploration.  <p><strong>RÉCAPITULATIF DU CONTENU</strong></p> <ul><li>Civilisation majeure des Exilés</li><li>Faction mineure des S¿urs de la Clémence</li><li>Héros Exilés</li><li>Point spécial des Exilés</li><li>Quête principale des Exilés</li><li>Diplomatie pirate</li><li>Opbot (héros)</li><li>Modules de vaisseaux exotiques</li><li>Exploits supplémentaires</li><li>4 quêtes d&#39;exploration</li></ul> <div> Configuration requise <div> Windows - Minimale <ul><li><strong>Système d&#39;exploitation :</strong> Windows (64bits only) 7 / 8 / 8.1 / 10</li><li><strong>Processeur :</strong> i3 4th generation / i5 2nd generation / A6 series</li><li><strong>Mémoire vive :</strong> 4 GB de mémoire</li><li><strong>Graphiques :</strong> Intel HD 4000 / AMD Radeon 5800 series / NVidia 550Ti</li><li><strong>DirectX :</strong> Version 11</li><li><strong>Espace disque :</strong> 8 GB d&#39;espace disque disponible</li><li><strong>Carte son :</strong> DX11 compatible</li><li><strong>Notes supplémentaires :</strong> Minimum Resolution: 1280 x 720</li></ul> </div> <div> Windows - Recommandée <ul><li><strong>Système d&#39;exploitation :</strong> Windows (64bits only) 7 / 8 / 8.1 / 10</li><li><strong>Processeur :</strong> i3 5th generation (or newer) / i5 3rd generation (or newer) / FX4170 (or newer)</li><li><strong>Mémoire vive :</strong> 8 GB de mémoire</li><li><strong>Graphiques :</strong> AMD Radeon 8000 series or newer / NVidia GTX 660 or newer</li><li><strong>DirectX :</strong> Version 11</li><li><strong>Espace disque :</strong> 8 GB d&#39;espace disque disponible</li><li><strong>Carte son :</strong> DX11 compatible</li><li><strong>Notes supplémentaires :</strong> Recommended Resolution: 1920 x 1080</li></ul> </div> <div> Mac - Minimale <ul><li><strong>Système d&#39;exploitation :</strong> 10.11 (El Capitan) or 10.12 (Sierra)</li><li><strong>Processeur :</strong> Intel Core i5 2.7Ghz</li><li><strong>Mémoire vive :</strong> 6 GB de mémoire</li><li><strong>Graphiques :</strong> GeForce 775M | Radeon HD 6970 | Intel Iris Pro</li><li><strong>Espace disque :</strong> 8 GB d&#39;espace disque disponible</li><li><strong>Notes supplémentaires :</strong> Minimum Resolution: 1280 x 720</li></ul> </div> </div> <div> <p> 2017 Amplitude Studios. All rights reserved. Endless Space Endless Space 2 GAMES2GETHER Amplitude Studios and Amplitude Studios logo are registered trademarks of Amplitude Studios in the U.S. and other countries. SEGA and the SEGA logo are either registered trademarks or trademarks of SEGA Holdings Co. Ltd. or its affiliates. All rights reserved. SEGA is registered in the U.S. Patent and Trademark Office.</p> </div>  </div><br /><br /><div> Windows - Minimale <ul><li><strong>Système d&#39;exploitation :</strong> Windows (64bits only) 7 / 8 / 8.1 / 10</li><li><strong>Processeur :</strong> i3 4th generation / i5 2nd generation / A6 series</li><li><strong>Mémoire vive :</strong> 4 GB de mémoire</li><li><strong>Graphiques :</strong> Intel HD 4000 / AMD Radeon 5800 series / NVidia 550Ti</li><li><strong>DirectX :</strong> Version 11</li><li><strong>Espace disque :</strong> 8 GB d&#39;espace disque disponible</li><li><strong>Carte son :</strong> DX11 compatible</li><li><strong>Notes supplémentaires :</strong> Minimum Resolution: 1280 x 720</li></ul> </div> <div> Windows - Recommandée <ul><li><strong>Système d&#39;exploitation :</strong> Windows (64bits only) 7 / 8 / 8.1 / 10</li><li><strong>Processeur :</strong> i3 5th generation (or newer) / i5 3rd generation (or newer) / FX4170 (or newer)</li><li><strong>Mémoire vive :</strong> 8 GB de mémoire</li><li><strong>Graphiques :</strong> AMD Radeon 8000 series or newer / NVidia GTX 660 or newer</li><li><strong>DirectX :</strong> Version 11</li><li><strong>Espace disque :</strong> 8 GB d&#39;espace disque disponible</li><li><strong>Carte son :</strong> DX11 compatible</li><li><strong>Notes supplémentaires :</strong> Recommended Resolution: 1920 x 1080</li></ul> </div> <div> Mac - Minimale <ul><li><strong>Système d&#39;exploitation :</strong> 10.11 (El Capitan) or 10.12 (Sierra)</li><li><strong>Processeur :</strong> Intel Core i5 2.7Ghz</li><li><strong>Mémoire vive :</strong> 6 GB de mémoire</li><li><strong>Graphiques :</strong> GeForce 775M | Radeon HD 6970 | Intel Iris Pro</li><li><strong>Espace disque :</strong> 8 GB d&#39;espace disque disponible</li><li><strong>Notes supplémentaires :</strong> Minimum Resolution: 1280 x 720</li></ul> </div><br /><br />,2712794095,1159316170,2905,image_1159316170_product_2712794095.jpg
37579,The Rumble Fish Garnet 1/7 Pvc Figure,,294175481,987338991,1140,image_987338991_product_294175481.jpg
68898,Une Bombe Signée Lecomte,,3673487086,1239962461,2705,image_1239962461_product_3673487086.jpg
75109,Noël Cerf Mobile Meubles Fenêtres En Vinyle Wall Sticker Décoration,Noël Cerfs Meubles mobile de mur de vinyle vitrauphanie Décoration Feature: 100% qualité de la marque nouvelle et haute. Quantité: 1pc Coul: Multicolor protection de l&#39;environnement non toxique imperméable à l&#39;eau Taille: Environ 60 * 90 cm Matière: PVC Comment utiliser: Choisissez une surface propre et sèche lisse. Peler les autocollants de la feuille une d&#39;une position de l&#39;adhésif sur une surface plane sans les presser pour qu&#39;il laisse de la possibilité de les retirer et Repositionner againif nécessaire Si le résultat est satisfaisant pour vous en tenir fermement à la surface de pression les bulles d&#39;air vers l&#39;extéri Si vous des bulles prennent une aiguille pour les ennuyer Nettoyer la surface lisse avant de coller sur contenu de l&#39;emballage: 1pc mur de Noël Autocollants,3881219901,1257388060,2060,image_1257388060_product_3881219901.jpg
41859,Manique Gant De Cuisine Chat Norvégien,,3185602028,1196328689,1920,image_1196328689_product_3185602028.jpg
21256,2019 Double Refroidissement Couleur En Plastique Curseur Changement Brisé La Glace Student Cup Extérieur@Hpp302,2019 Refroidissement Double plastique Changement de couleur curseur brisé la glace Student Cup OutdoorFeature: 100% tout neuf et de haute qualityMaterial: PS &#43; Le refrigerantColor: bleu ciel vert clair rouge purpleCup Capacité: 450MLApplicable Personnes: Femmes ChildrenQuantity: 1 pcNote: Réfrigérer pendant une heure avant de verser dans une paille de couverture drink.The froid utilise le tuyau de gel de silice en glissant peut ouvrir et fermer facile à useDue à la différence entre différents moniteurs l&#39;image peut ne pas refléter la couleur réelle de l&#39;article. Merci! Il y a 2-3% de différence en fonction de la mesure manuelle. Contenu de l&#39;emballage: 1 pc Coupes xStraws,4153221135,1301877161,1560,image_1301877161_product_4153221135.jpg
36188,Forges De Vulcain - Catalogue Outillage / Machines Outils / Accessoires - 1961,,2601268874,1152178489,2403,image_1152178489_product_2601268874.jpg
79288,Quatre Tasses En Porcelaine Blue Lagoon,&lt;p&gt;Les quatre tasses en porcelaine Blue Lagoon seront idéales pour boire des thés verts ou noirs aux parfums orientaux ou pour boire tout simplement votre café court ou long. Leurs imprimés inspirés de la vaisselle asiatique vous feront voyager et apprécier chaque pause en leur compagnie.&lt;/p&gt;&lt;p&gt;Ces tasses passeront au lave-vaisselle ainsi qu&#39;au four à micro-ondes ce qui les rend très pratiques.&lt;/p&gt;,4056399145,1282366512,2060,image_1282366512_product_4056399145.jpg
73882,Maquette D'avion Ublox 6m Gps W/Box & Compass Special For Pix Pixhawk Px4 Autopilot Controller Cjx60916841-Générique,ublox GPS Shell (UL20300),4160812876,1304048450,1300,image_1304048450_product_4160812876.jpg
40444,Français 1ères Technologiques Aux Éd. Hatier: Lire Comprendre  Rédiger. Livre De L'élève + Livre Du Professeur. Francine Courtin Et D. Guerrini,,513349382,1018943465,2403,image_1018943465_product_513349382.jpg
35426,Rock And Folk 542 542 ,,1543824318,1088773444,2280,image_1088773444_product_1543824318.jpg
73053,Recherche (La) N° 197 Du 01/03/1988 - A Quoi Servent Les Vitamines - Les Cellules Tueuses - Les Naines Brunes - La Supersymetrie - La Conception Des Puces - L'entraide Chez Les Oiseaux.,,436079854,1008189377,2280,image_1008189377_product_436079854.jpg
56726,Canapé Fête Des Mères Heureux Lit Décoration Coussin Festival Taie D'oreiller De Couverture Cc13681,Fête des mères Happy Sofa Bed Décoration Pillow Festival Coussin Case Spécifications de couverture: 100% tout neuf et de haute qualité Parfait pour place sur le canapé un café une bibliothèque un magasin de livres partie club. Matériel: coton lin Forme: Carré Style: Taille de Pâques: 45cm * 45cm Type: Taie doreiller Sil vous plaît permettre une légère déviation de la couleur et de la mesure! Sil vous plaît comprendre merci! Le paquet contient: 1 PC Taie doreiller,4004190231,1275411638,1920,image_1275411638_product_4004190231.jpg
15293,Panier De Rangement Jacquard Bio Imagine - Noukie's,Panier de rangement Jacquard Bio de la collection Imagine de noukie&#39;s pour y mettre les affaires de bébé.  Caractéristiques :   Dimensions : 35 x 35 x 35 cm Composition : Extérieur en 100% coton biologique certifié GOTS. Lavage surface,3732839975,1328373699,1320,image_1328373699_product_3732839975.jpg
71674,Taie Sofa Taille Coussin Throw Cover Home Décor Zjj735,Taie Sofa taille coussin Throw Cover Home Decor Caractéristiques: Matière: Lin Coton marque 100% nouvelle et de haute qualité Forme: Carré Taille: 45 cm * 45 cm Type: Taie d&#39;oreiller S&#39;il vous plaît permettre une légère déviation de la couleur et de la mesure! S&#39;il vous plaît comprendre merci! Le forfait comprend: 1pc Taie d&#39;oreiller,4063327846,1283906227,1920,image_1283906227_product_4063327846.jpg
24893,Organic Chemistry Scientific Atom Molecular Model Teach Class Kit Setzen12899,OrganicChemistry Scientific Atom Molecular Model Teach Class Kit SetFeature:100% brand new and highquality.Quantity:1pcs.Material: plastic.Color: show as picture.Total 968pcs 498balls and 470keysMiniature ball-tubemodel of the molecularcrystal structure(stick &#43;proportional)This package coversthe model can takeorganic and inorganicmolecular structure model acommon crystal structure model(diamond graphite sodiumchloride carbon 60)ThisSet Polymer Chemistry Molecular Model Set isdesigned for school teaching and lab research Economical andversatile etc. This set can build models for simple latticessuch as diamond NaCl and alkanes alkene aromatics alcoholsthiols amines ketones hexane C H O N S many othercommon organic and inorganic molecular structure!Your molecular model set will bring to life such concepts asstereoisomerism and conformational analysis and help you relatethe physical and chemical propertiesThe plastic box is includedIt is fit forteachers or studentsSize:21.2*16*6cm.Net Weight: Approx 488g.Easy andconvenientto use.WARNING:Choking HazardContains small parts please prevent kidsswallowing the small parts by mistake. Kids under 3 years oldshould beunderthetutelageofparentswhen they play with this toy.Package Include:1xChemistryScientific Atom Molecular Model Teach Class Kit Set(plastic box is included),4050352484,1281552766,1280,image_1281552766_product_4050352484.jpg
50341,Champollion Inconnu - Lettres Inédites,<p>Champollion inconnu - Lettres in&eacute;dites<br /> Jean-Fran&ccedil;ois Champollion &eacute;gyptologue fran&ccedil;ais et d&eacute;couvreur des hi&eacute;roglyphes (1790-1832)</p>  <p>Ce livre num&eacute;rique pr&eacute;sente &laquo;Champollion inconnu - Lettres in&eacute;dites&raquo; de Jean-Fran&ccedil;ois Champollion &eacute;dit&eacute; en texte int&eacute;gral. Une table des mati&egrave;res dynamique permet d'acc&eacute;der directement aux diff&eacute;rentes sections.</p>  <p>Table des Mati&egrave;res<br /> -01- Pr&eacute;sentation<br /> -02- CHAMPOLLION ENFANT<br /> -03- CHAMPOLLION &Eacute;TUDIANT<br /> -04- CHAMPOLLION PO&Egrave;TE<br /> -05- CHAMPOLLION A ROME</p>,278514588,977608177,2705,image_977608177_product_278514588.jpg
58583,Alfa Romeo Spider 1300 Junior 1970 Edison 1/43 Rosso-Edison Giocattoli,,114681459,870271775,1300,image_870271775_product_114681459.jpg
72618,Jojo Maman Bébé - B1490pasu - Lettre U En Tissu - Couleur Pastel,Lettres décoratives en tissu disponibles en plusieurs motifs et imprimés.<br><br>Age minimum: 0 mois,304796724,996075351,1320,image_996075351_product_304796724.jpg
78321,Jouet Pour Chat Interactive Souris Drôle Jouet Interactif En Sisal Avec Ressort Pour Cat Et Chaton Magideal,<p><b>La description:</b></p><br /><p> Tout neuf et de haute qualité fait de matériel haut. <br /> Assez drôle pour que vos petits chats puissent jouer pendant des heures avec ce grattoir réaliste. <br /> Respectueux de l&#39;environnement sain sûr et durable satisfaire les instincts de grattage de votre chat. <br /> Spiral Cat Jouet de divertissement pour votre chat avec juste une touche d&#39;une patte une simple touche met le printemps et la souris en mouvement. <br /> Conception de printemps des jouets interactifs seront attirés votre chat à jouer et à obtenir plus d&#39;exercices. <br /></p><br /><p><b>spécification:</b></p><br /><p> Matériel: Sisal et flanelle <br /> Couleur: aléatoire <br /> Taille: Approx. 16 x 22 cm / 630 x 866 pouces <br /></p><br /><p><b>Le forfait comprend:</b></p><br /><p> Jouet pour chat 1 pièce. </p><br /><p><b>Remarque:</b></p><br /><p> Puisque la taille ci-dessus est mesurée à la main la taille de l&#39;article réel que vous avez reçu pourrait être légèrement différente de la taille ci-dessus. <br /> En attendant rappelez-vous qu&#39;en raison des effets d&#39;éclairage des paramètres de luminosité / contraste du moniteur etc. il peut y avoir de légères différences dans la tonalité de couleur des images et de l&#39;objet réel. </p><br />,4183582304,1313588207,2220,image_1313588207_product_4183582304.jpg
